municipality_code,municipality_name,period,gdp_current_brl_thousand
3132909,Itamogi - MG,2021,236282.895
3133006,Itamonte - MG,2021,1181670.936
3133105,Itanhandu - MG,2021,470089.292
3133204,Itanhomi - MG,2021,151255.998
3133303,Itaobim - MG,2021,308689.765
3133402,Itapagipe - MG,2021,514170.0
3133501,Itapecerica - MG,2021,628984.71
3133600,Itapeva - MG,2021,849148.449
3133709,Itatiaiuçu - MG,2021,6934361.709
3133758,Itaú de Minas - MG,2021,724062.181
3133808,Itaúna - MG,2021,5082301.98
3133907,Itaverava - MG,2021,71363.054
3134004,Itinga - MG,2021,148251.202
3134103,Itueta - MG,2021,122237.522
3134202,Ituiutaba - MG,2021,3797167.358
3134301,Itumirim - MG,2021,91595.651
3134400,Iturama - MG,2021,2016961.901
3134509,Itutinga - MG,2021,172517.553
3134608,Jaboticatubas - MG,2021,297804.467
3134707,Jacinto - MG,2021,131533.509
3134806,Jacuí - MG,2021,150927.788
3134905,Jacutinga - MG,2021,1143674.23
3135001,Jaguaraçu - MG,2021,109803.214
3135050,Jaíba - MG,2021,849077.896
3135076,Jampruca - MG,2021,82525.666
3135100,Janaúba - MG,2021,1603604.651
3135209,Januária - MG,2021,824553.286
3135308,Japaraíba - MG,2021,101344.906
3135357,Japonvar - MG,2021,77418.326
3135407,Jeceaba - MG,2021,1952716.357
3135456,Jenipapo de Minas - MG,2021,79485.599
3135506,Jequeri - MG,2021,193976.079
3135605,Jequitaí - MG,2021,130435.841
3135704,Jequitibá - MG,2021,126107.62
3135803,Jequitinhonha - MG,2021,274884.619
3135902,Jesuânia - MG,2021,104191.61
3136009,Joaíma - MG,2021,162645.132
3136108,Joanésia - MG,2021,110201.459
3136207,João Monlevade - MG,2021,4852509.786
3136306,João Pinheiro - MG,2021,2156345.263
3136405,Joaquim Felício - MG,2021,72279.075
3136504,Jordânia - MG,2021,107126.746
3136520,José Gonçalves de Minas - MG,2021,51739.301
3136553,José Raydan - MG,2021,72329.52
3136579,Josenópolis - MG,2021,58016.757
3136603,Nova União - MG,2021,107483.41
3136652,Juatuba - MG,2021,1436347.194
3136702,Juiz de Fora - MG,2021,20281698.377
3136801,Juramento - MG,2021,51590.583
3136900,Juruaia - MG,2021,274079.031
3136959,Juvenília - MG,2021,65619.107
3137007,Ladainha - MG,2021,147335.314
3137106,Lagamar - MG,2021,242478.231
3137205,Lagoa da Prata - MG,2021,1984774.207
3137304,Lagoa dos Patos - MG,2021,59595.164
3137403,Lagoa Dourada - MG,2021,345374.295
3137502,Lagoa Formosa - MG,2021,565538.929
3137536,Lagoa Grande - MG,2021,292472.298
3137601,Lagoa Santa - MG,2021,2187874.863
3137700,Lajinha - MG,2021,399767.038
3137809,Lambari - MG,2021,405228.682
3137908,Lamim - MG,2021,52121.453
3138005,Laranjal - MG,2021,95736.447
3138104,Lassance - MG,2021,192531.083
3138203,Lavras - MG,2021,2941307.978
3138302,Leandro Ferreira - MG,2021,55488.241
3138351,Leme do Prado - MG,2021,66185.206
3138401,Leopoldina - MG,2021,1112638.912
3138500,Liberdade - MG,2021,107623.129
3138609,Lima Duarte - MG,2021,339218.657
3138625,Limeira do Oeste - MG,2021,462720.443
3138658,Lontra - MG,2021,93829.353
3138674,Luisburgo - MG,2021,132764.781
3138682,Luislândia - MG,2021,65469.093
3138708,Luminárias - MG,2021,149049.071
3138807,Luz - MG,2021,657535.006
3138906,Machacalis - MG,2021,112414.488
3139003,Machado - MG,2021,1373895.592
3139102,Madre de Deus de Minas - MG,2021,301964.566
3139201,Malacacheta - MG,2021,235786.341
3139250,Mamonas - MG,2021,60080.494
3139300,Manga - MG,2021,243335.8
3139409,Manhuaçu - MG,2021,3277777.545
3139508,Manhumirim - MG,2021,563358.125
3139607,Mantena - MG,2021,476839.118
3139706,Maravilhas - MG,2021,233073.196
3139805,Mar de Espanha - MG,2021,227481.603
3139904,Maria da Fé - MG,2021,203119.33
3140001,Mariana - MG,2021,7367033.318
3140100,Marilac - MG,2021,57772.34
3140159,Mário Campos - MG,2021,197956.538
3140209,Maripá de Minas - MG,2021,74901.505
3140308,Marliéria - MG,2021,60417.198
3140407,Marmelópolis - MG,2021,42789.614
3140506,Martinho Campos - MG,2021,474366.573
3140530,Martins Soares - MG,2021,215620.66
3140555,Mata Verde - MG,2021,91547.003
3140605,Materlândia - MG,2021,60525.84
3140704,Mateus Leme - MG,2021,1078989.225
3140803,Matias Barbosa - MG,2021,627997.327
3140852,Matias Cardoso - MG,2021,158429.103
3140902,Matipó - MG,2021,425174.495
3141009,Mato Verde - MG,2021,157529.823
3141108,Matozinhos - MG,2021,1505457.589
3141207,Matutina - MG,2021,97184.289
3141306,Medeiros - MG,2021,247287.544
3141405,Medina - MG,2021,252979.46
3141504,Mendes Pimentel - MG,2021,77406.829
3141603,Mercês - MG,2021,151704.978
3141702,Mesquita - MG,2021,59432.646
3141801,Minas Novas - MG,2021,350037.855
3141900,Minduri - MG,2021,163759.848
3142007,Mirabela - MG,2021,162986.776
3142106,Miradouro - MG,2021,173968.075
3142205,Miraí - MG,2021,333953.148
3142254,Miravânia - MG,2021,46796.388
3142304,Moeda - MG,2021,76858.736
3142403,Moema - MG,2021,152625.764
3142502,Monjolos - MG,2021,46800.992
3142601,Monsenhor Paulo - MG,2021,228126.02
3142700,Montalvânia - MG,2021,165406.313
3142809,Monte Alegre de Minas - MG,2021,758376.257
3142908,Monte Azul - MG,2021,256072.177
3143005,Monte Belo - MG,2021,366218.446
3143104,Monte Carmelo - MG,2021,1559201.81
3143153,Monte Formoso - MG,2021,44092.997
3143203,Monte Santo de Minas - MG,2021,483171.922
3143302,Montes Claros - MG,2021,10799485.803
3143401,Monte Sião - MG,2021,605891.629
3143450,Montezuma - MG,2021,91045.991
3143500,Morada Nova de Minas - MG,2021,541501.521
3143609,Morro da Garça - MG,2021,51051.917
3143708,Morro do Pilar - MG,2021,44096.986
3143807,Munhoz - MG,2021,128214.848
3143906,Muriaé - MG,2021,2654177.047
3144003,Mutum - MG,2021,508860.402
3144102,Muzambinho - MG,2021,535415.379
3144201,Nacip Raydan - MG,2021,37373.303
3144300,Nanuque - MG,2021,808450.077
3144359,Naque - MG,2021,90146.9
3144375,Natalândia - MG,2021,75162.643
3144409,Natércia - MG,2021,115391.503
3144508,Nazareno - MG,2021,668803.532
3144607,Nepomuceno - MG,2021,618030.81
3144656,Ninheira - MG,2021,126348.884
3144672,Nova Belém - MG,2021,83433.719
3144706,Nova Era - MG,2021,432758.087
3144805,Nova Lima - MG,2021,21040765.73
3144904,Nova Módica - MG,2021,58648.721
3145000,Nova Ponte - MG,2021,1115948.816
3145059,Nova Porteirinha - MG,2021,116345.919
3145109,Nova Resende - MG,2021,385621.702
3145208,Nova Serrana - MG,2021,2634272.394
3145307,Novo Cruzeiro - MG,2021,330389.681
3145356,Novo Oriente de Minas - MG,2021,121559.971
3145372,Novorizonte - MG,2021,70395.077
3145406,Olaria - MG,2021,31904.411
3145455,Olhos-d'Água - MG,2021,211917.383
3145505,Olímpio Noronha - MG,2021,43923.538
3145604,Oliveira - MG,2021,1108062.858
3145703,Oliveira Fortes - MG,2021,40519.19
3145802,Onça de Pitangui - MG,2021,64912.868
3145851,Oratórios - MG,2021,70840.54
3145877,Orizânia - MG,2021,122067.504
3145901,Ouro Branco - MG,2021,5276139.182
3146008,Ouro Fino - MG,2021,934049.144
3146107,Ouro Preto - MG,2021,9518796.768
3146206,Ouro Verde de Minas - MG,2021,67791.642
3146255,Padre Carvalho - MG,2021,58182.877
3146305,Padre Paraíso - MG,2021,213888.145
3146404,Paineiras - MG,2021,82804.356
3146503,Pains - MG,2021,531120.331
3146552,Pai Pedro - MG,2021,58641.87
3146602,Paiva - MG,2021,27292.181
3146701,Palma - MG,2021,103635.903
3146750,Palmópolis - MG,2021,63836.925
3146909,Papagaios - MG,2021,374384.057
3147006,Paracatu - MG,2021,7198750.924
3147105,Pará de Minas - MG,2021,4024573.632
3147204,Paraguaçu - MG,2021,650844.451
3147303,Paraisópolis - MG,2021,592506.172
3147402,Paraopeba - MG,2021,918654.955
3147501,Passabém - MG,2021,23587.941
3147600,Passa Quatro - MG,2021,471565.482
3147709,Passa Tempo - MG,2021,481059.485
3147808,Passa Vinte - MG,2021,42075.257
3147907,Passos - MG,2021,3023765.638
3147956,Patis - MG,2021,55024.658
3148004,Patos de Minas - MG,2021,6146246.831
3148103,Patrocínio - MG,2021,3679638.131
3148202,Patrocínio do Muriaé - MG,2021,116017.332
3148301,Paula Cândido - MG,2021,136789.909
3148400,Paulistas - MG,2021,67345.922
3148509,Pavão - MG,2021,93054.393
3148608,Peçanha - MG,2021,270117.525
3148707,Pedra Azul - MG,2021,401335.187
3148756,Pedra Bonita - MG,2021,96487.748
3148806,Pedra do Anta - MG,2021,57703.173
3148905,Pedra do Indaiá - MG,2021,116111.77
3149002,Pedra Dourada - MG,2021,42272.782
3149101,Pedralva - MG,2021,182673.322
3149150,Pedras de Maria da Cruz - MG,2021,109623.575
3149200,Pedrinópolis - MG,2021,204095.37
3149309,Pedro Leopoldo - MG,2021,1938133.871
3149408,Pedro Teixeira - MG,2021,30258.636
3149507,Pequeri - MG,2021,62510.15
3149606,Pequi - MG,2021,85499.627
3149705,Perdigão - MG,2021,234679.931
3149804,Perdizes - MG,2021,1629149.392
3149903,Perdões - MG,2021,626987.288
3149952,Periquito - MG,2021,111676.559
3150000,Pescador - MG,2021,47074.727
3150109,Piau - MG,2021,92644.52
3150158,Piedade de Caratinga - MG,2021,140805.478
3150208,Piedade de Ponte Nova - MG,2021,62725.465
3150307,Piedade do Rio Grande - MG,2021,110390.303
3150406,Piedade dos Gerais - MG,2021,89788.642
3150505,Pimenta - MG,2021,281707.248
3150539,Pingo-d'Água - MG,2021,52693.461
3150570,Pintópolis - MG,2021,71109.03
3150604,Piracema - MG,2021,303140.414
3150703,Pirajuba - MG,2021,403701.585
3150802,Piranga - MG,2021,200152.082
3150901,Piranguçu - MG,2021,78363.453
3151008,Piranguinho - MG,2021,136133.485
3151107,Pirapetinga - MG,2021,633595.034
3151206,Pirapora - MG,2021,2871585.438
3151305,Piraúba - MG,2021,200320.535
3151404,Pitangui - MG,2021,741272.741
3151503,Piumhi - MG,2021,1280616.626
3151602,Planura - MG,2021,574229.731
3151701,Poço Fundo - MG,2021,403831.57
3151800,Poços de Caldas - MG,2021,8526941.834
3151909,Pocrane - MG,2021,121700.531
3152006,Pompéu - MG,2021,1170319.055
3152105,Ponte Nova - MG,2021,2142078.158
3152131,Ponto Chique - MG,2021,52084.361
3152170,Ponto dos Volantes - MG,2021,122519.626
3152204,Porteirinha - MG,2021,526973.227
3152303,Porto Firme - MG,2021,130225.729
3152402,Poté - MG,2021,168767.017
3152501,Pouso Alegre - MG,2021,10718150.481
3152600,Pouso Alto - MG,2021,277394.563
3152709,Prados - MG,2021,229055.251
3152808,Prata - MG,2021,1292807.344
3152907,Pratápolis - MG,2021,228619.457
3153004,Pratinha - MG,2021,154717.678
3153103,Presidente Bernardes - MG,2021,67749.052
3153202,Presidente Juscelino - MG,2021,49103.72
3153301,Presidente Kubitschek - MG,2021,36192.761
3153400,Presidente Olegário - MG,2021,731424.966
3153509,Alto Jequitibá - MG,2021,125572.56
3153608,Prudente de Morais - MG,2021,203095.72
3153707,Quartel Geral - MG,2021,77606.466
3153806,Queluzito - MG,2021,40046.217
3153905,Raposos - MG,2021,193683.706
3154002,Raul Soares - MG,2021,423329.981
3154101,Recreio - MG,2021,123246.546
3154150,Reduto - MG,2021,121181.924
3154200,Resende Costa - MG,2021,207472.971
3154309,Resplendor - MG,2021,277790.153
3154408,Ressaquinha - MG,2021,372865.782
3154457,Riachinho - MG,2021,157241.596
3154507,Riacho dos Machados - MG,2021,532552.056
3154606,Ribeirão das Neves - MG,2021,5180189.078
3154705,Ribeirão Vermelho - MG,2021,105345.881
3154804,Rio Acima - MG,2021,472402.325
3154903,Rio Casca - MG,2021,237323.754
3155009,Rio Doce - MG,2021,51851.31
3155108,Rio do Prado - MG,2021,52654.169
3155207,Rio Espera - MG,2021,59583.143
3155306,Rio Manso - MG,2021,113750.292
3155405,Rio Novo - MG,2021,120045.415
3155504,Rio Paranaíba - MG,2021,906411.869
3155603,Rio Pardo de Minas - MG,2021,345428.279
3155702,Rio Piracicaba - MG,2021,1339655.886
3155801,Rio Pomba - MG,2021,417244.335
3155900,Rio Preto - MG,2021,69135.36
3156007,Rio Vermelho - MG,2021,140756.775
3156106,Ritápolis - MG,2021,90330.223
3156205,Rochedo de Minas - MG,2021,114660.416
3156304,Rodeiro - MG,2021,544656.187
3156403,Romaria - MG,2021,271626.759
3156452,Rosário da Limeira - MG,2021,67723.314
3156502,Rubelita - MG,2021,80083.742
3156601,Rubim - MG,2021,111693.119
3156700,Sabará - MG,2021,4201931.68
3156809,Sabinópolis - MG,2021,334726.643
3156908,Sacramento - MG,2021,2090841.083
3157005,Salinas - MG,2021,667282.456
3157104,Salto da Divisa - MG,2021,132014.548
3157203,Santa Bárbara - MG,2021,1628347.376
3157252,Santa Bárbara do Leste - MG,2021,111674.055
3157278,Santa Bárbara do Monte Verde - MG,2021,56260.636
3157302,Santa Bárbara do Tugúrio - MG,2021,70602.427
3157336,Santa Cruz de Minas - MG,2021,103452.892
3157377,Santa Cruz de Salinas - MG,2021,48998.011
3157401,Santa Cruz do Escalvado - MG,2021,76982.243
3157500,Santa Efigênia de Minas - MG,2021,51007.865
3157609,Santa Fé de Minas - MG,2021,59926.411
3157658,Santa Helena de Minas - MG,2021,57927.071
3157708,Santa Juliana - MG,2021,860296.319
3157807,Santa Luzia - MG,2021,5287596.733
3157906,Santa Margarida - MG,2021,353994.896
3158003,Santa Maria de Itabira - MG,2021,269093.836
3158102,Santa Maria do Salto - MG,2021,49982.525
3158201,Santa Maria do Suaçuí - MG,2021,170803.166
3158300,Santana da Vargem - MG,2021,243281.986
3158409,Santana de Cataguases - MG,2021,49901.016
3158508,Santana de Pirapama - MG,2021,116826.219
3158607,Santana do Deserto - MG,2021,47354.938
3158706,Santana do Garambéu - MG,2021,39151.502
3158805,Santana do Jacaré - MG,2021,105811.533
3158904,Santana do Manhuaçu - MG,2021,189821.927
3158953,Santana do Paraíso - MG,2021,749701.607
3159001,Santana do Riacho - MG,2021,103769.993
3159100,Santana dos Montes - MG,2021,49866.757
3159209,Santa Rita de Caldas - MG,2021,227927.742
3159308,Santa Rita de Jacutinga - MG,2021,74797.746
3159357,Santa Rita de Minas - MG,2021,151780.901
3159407,Santa Rita de Ibitipoca - MG,2021,61997.751
3159506,Santa Rita do Itueto - MG,2021,179106.862
3159605,Santa Rita do Sapucaí - MG,2021,1944044.507
3159704,Santa Rosa da Serra - MG,2021,102017.101
3159803,Santa Vitória - MG,2021,802576.263
3159902,Santo Antônio do Amparo - MG,2021,354377.976
3160009,Santo Antônio do Aventureiro - MG,2021,67888.308
3160108,Santo Antônio do Grama - MG,2021,85507.708
3160207,Santo Antônio do Itambé - MG,2021,44719.814
3160306,Santo Antônio do Jacinto - MG,2021,114521.804
3160405,Santo Antônio do Monte - MG,2021,842861.705
3160454,Santo Antônio do Retiro - MG,2021,70751.759
3160504,Santo Antônio do Rio Abaixo - MG,2021,28487.364
3160603,Santo Hipólito - MG,2021,50190.473
3160702,Santos Dumont - MG,2021,1101637.428
3160801,São Bento Abade - MG,2021,89288.98
3160900,São Brás do Suaçuí - MG,2021,80485.097
3160959,São Domingos das Dores - MG,2021,91424.17
3161007,São Domingos do Prata - MG,2021,313454.213
3161056,São Félix de Minas - MG,2021,43890.239
3161106,São Francisco - MG,2021,648147.82
3161205,São Francisco de Paula - MG,2021,150493.084
3161304,São Francisco de Sales - MG,2021,193829.048
3161403,São Francisco do Glória - MG,2021,72558.566
3161502,São Geraldo - MG,2021,263232.564
3161601,São Geraldo da Piedade - MG,2021,44803.139
3161650,São Geraldo do Baixio - MG,2021,49928.102
3161700,São Gonçalo do Abaeté - MG,2021,325636.805
3161809,São Gonçalo do Pará - MG,2021,311146.881
3161908,São Gonçalo do Rio Abaixo - MG,2021,7603788.203
3162005,São Gonçalo do Sapucaí - MG,2021,986478.332
3162104,São Gotardo - MG,2021,1189028.466
3162203,São João Batista do Glória - MG,2021,268081.503
3162252,São João da Lagoa - MG,2021,60401.717
3162302,São João da Mata - MG,2021,55080.701
3162401,São João da Ponte - MG,2021,269275.132
3162450,São João das Missões - MG,2021,92410.154
3162500,São João del Rei - MG,2021,3003941.6
3162559,São João do Manhuaçu - MG,2021,183076.429
3162575,São João do Manteninha - MG,2021,81209.524
3162609,São João do Oriente - MG,2021,101830.184
3162658,São João do Pacuí - MG,2021,44650.785
3162708,São João do Paraíso - MG,2021,285026.405
3162807,São João Evangelista - MG,2021,253189.474
3162906,São João Nepomuceno - MG,2021,506005.125
3162922,São Joaquim de Bicas - MG,2021,1083055.953
3162948,São José da Barra - MG,2021,891414.149
3162955,São José da Lapa - MG,2021,624432.332
3163003,São José da Safira - MG,2021,49537.836
3163102,São José da Varginha - MG,2021,114569.087
3163201,São José do Alegre - MG,2021,57941.277
3163300,São José do Divino - MG,2021,53034.752
3163409,São José do Goiabal - MG,2021,67368.513
3163508,São José do Jacuri - MG,2021,99879.802
3163607,São José do Mantimento - MG,2021,44164.7
3163706,São Lourenço - MG,2021,1177794.992
3163805,São Miguel do Anta - MG,2021,105060.082
3163904,São Pedro da União - MG,2021,148146.756
3164001,São Pedro dos Ferros - MG,2021,134364.4
3164100,São Pedro do Suaçuí - MG,2021,81768.753
3164209,São Romão - MG,2021,243070.34
3164308,São Roque de Minas - MG,2021,323179.269
3164407,São Sebastião da Bela Vista - MG,2021,442551.617
3164431,São Sebastião da Vargem Alegre - MG,2021,66795.985
3164472,São Sebastião do Anta - MG,2021,104236.016
3164506,São Sebastião do Maranhão - MG,2021,100804.467
3164605,São Sebastião do Oeste - MG,2021,596666.967
3164704,São Sebastião do Paraíso - MG,2021,2234340.97
3164803,São Sebastião do Rio Preto - MG,2021,25964.834
3164902,São Sebastião do Rio Verde - MG,2021,35674.909
3165008,São Tiago - MG,2021,246013.098
3165107,São Tomás de Aquino - MG,2021,195195.791
3165206,São Tomé das Letras - MG,2021,137340.844
3165305,São Vicente de Minas - MG,2021,206079.557
3165404,Sapucaí-Mirim - MG,2021,110258.164
3165503,Sardoá - MG,2021,68811.222
3165537,Sarzedo - MG,2021,2190345.971
3165552,Setubinha - MG,2021,122712.798
3165560,Sem-Peixe - MG,2021,36659.681
3165578,Senador Amaral - MG,2021,89403.684
3165602,Senador Cortes - MG,2021,38032.805
3165701,Senador Firmino - MG,2021,106704.397
3165800,Senador José Bento - MG,2021,35501.088
3165909,Senador Modestino Gonçalves - MG,2021,92203.567
3166006,Senhora de Oliveira - MG,2021,81065.132
3166105,Senhora do Porto - MG,2021,49707.906
3166204,Senhora dos Remédios - MG,2021,115730.758
3166303,Sericita - MG,2021,104954.255
3166402,Seritinga - MG,2021,45220.542
3166501,Serra Azul de Minas - MG,2021,45048.177
3166600,Serra da Saudade - MG,2021,21916.026
3166709,Serra dos Aimorés - MG,2021,93121.949
3166808,Serra do Salitre - MG,2021,983425.484
3166907,Serrania - MG,2021,161679.666
3166956,Serranópolis de Minas - MG,2021,47444.978
3167004,Serranos - MG,2021,38551.231
3167103,Serro - MG,2021,292377.507
3167202,Sete Lagoas - MG,2021,12655800.107
3167301,Silveirânia - MG,2021,35130.65
3167400,Silvianópolis - MG,2021,141499.83
3167509,Simão Pereira - MG,2021,103932.604
3167608,Simonésia - MG,2021,285218.741
3167707,Sobrália - MG,2021,67350.421
3167806,Soledade de Minas - MG,2021,81837.055
3167905,Tabuleiro - MG,2021,65696.603
3168002,Taiobeiras - MG,2021,557220.6
3168051,Taparuba - MG,2021,49070.654
3168101,Tapira - MG,2021,688691.867
3168200,Tapiraí - MG,2021,56049.629
3168309,Taquaraçu de Minas - MG,2021,65922.909
3168408,Tarumirim - MG,2021,188289.065
3168507,Teixeiras - MG,2021,191264.35
3168606,Teófilo Otoni - MG,2021,2952019.65
3168705,Timóteo - MG,2021,5609602.225
3168804,Tiradentes - MG,2021,205615.225
3168903,Tiros - MG,2021,379852.3
3169000,Tocantins - MG,2021,349350.947
3169059,Tocos do Moji - MG,2021,70715.39
3169109,Toledo - MG,2021,107093.19
3169208,Tombos - MG,2021,130946.218
3169307,Três Corações - MG,2021,2958951.736
3169356,Três Marias - MG,2021,3149734.427
3169406,Três Pontas - MG,2021,1877754.237
3169505,Tumiritinga - MG,2021,83257.787
3169604,Tupaciguara - MG,2021,946265.629
3169703,Turmalina - MG,2021,443537.432
3169802,Turvolândia - MG,2021,139822.548
3169901,Ubá - MG,2021,3557763.689
3170008,Ubaí - MG,2021,117186.953
3170057,Ubaporanga - MG,2021,167976.02
3170107,Uberaba - MG,2021,20384264.564
3170206,Uberlândia - MG,2021,43030884.689
3170305,Umburatiba - MG,2021,44152.354
3170404,Unaí - MG,2021,4316723.443
3170438,União de Minas - MG,2021,130399.803
3170479,Uruana de Minas - MG,2021,97089.356
3170503,Urucânia - MG,2021,239903.93
3170529,Urucuia - MG,2021,193217.875
3170578,Vargem Alegre - MG,2021,77359.483
3170602,Vargem Bonita - MG,2021,87623.596
3170651,Vargem Grande do Rio Pardo - MG,2021,68131.958
3170701,Varginha - MG,2021,8093503.912
3170750,Varjão de Minas - MG,2021,316497.73
3170800,Várzea da Palma - MG,2021,1087380.297
3170909,Varzelândia - MG,2021,187195.121
3171006,Vazante - MG,2021,1168799.631
3171030,Verdelândia - MG,2021,115439.653
3171071,Veredinha - MG,2021,133099.679
3171105,Veríssimo - MG,2021,170415.753
3171154,Vermelho Novo - MG,2021,64212.469
3171204,Vespasiano - MG,2021,3019113.566
3171303,Viçosa - MG,2021,1811350.039
3171402,Vieiras - MG,2021,53435.529
3171501,Mathias Lobato - MG,2021,43983.398
3171600,Virgem da Lapa - MG,2021,131570.486
3171709,Virgínia - MG,2021,180395.822
3171808,Virginópolis - MG,2021,183971.884
3171907,Virgolândia - MG,2021,62673.43
3172004,Visconde do Rio Branco - MG,2021,1349239.473
3172103,Volta Grande - MG,2021,139852.42
3172202,Wenceslau Braz - MG,2021,33069.628
3200102,Afonso Cláudio - ES,2021,569778.046
3200136,Águia Branca - ES,2021,246002.446
3200169,Água Doce do Norte - ES,2021,184399.688
3200201,Alegre - ES,2021,575149.145
3200300,Alfredo Chaves - ES,2021,457722.918
3200359,Alto Rio Novo - ES,2021,113032.919
3200409,Anchieta - ES,2021,5764186.103
3200508,Apiacá - ES,2021,118191.414
3200607,Aracruz - ES,2021,5313108.839
3200706,Atílio Vivácqua - ES,2021,360868.696
3200805,Baixo Guandu - ES,2021,928257.93
3200904,Barra de São Francisco - ES,2021,1164996.859
3201001,Boa Esperança - ES,2021,271045.672
3201100,Bom Jesus do Norte - ES,2021,186829.835
3201159,Brejetuba - ES,2021,294748.857
3201209,Cachoeiro de Itapemirim - ES,2021,6146964.834
3201308,Cariacica - ES,2021,13698898.983
3201407,Castelo - ES,2021,1170583.934
3201506,Colatina - ES,2021,4378290.192
3201605,Conceição da Barra - ES,2021,607064.319
3201704,Conceição do Castelo - ES,2021,279074.054
3201803,Divino de São Lourenço - ES,2021,82577.364
3201902,Domingos Martins - ES,2021,957718.297
3202009,Dores do Rio Preto - ES,2021,159783.6
3202108,Ecoporanga - ES,2021,411088.445
3202207,Fundão - ES,2021,468483.499
3202256,Governador Lindenberg - ES,2021,334325.449
3202306,Guaçuí - ES,2021,612498.648
3202405,Guarapari - ES,2021,2537476.766
3202454,Ibatiba - ES,2021,450082.553
3202504,Ibiraçu - ES,2021,289513.435
3202553,Ibitirama - ES,2021,171979.73
3202603,Iconha - ES,2021,314848.52
3202652,Irupi - ES,2021,236221.447
3202702,Itaguaçu - ES,2021,325863.566
3202801,Itapemirim - ES,2021,5744177.305
3202900,Itarana - ES,2021,266024.672
3203007,Iúna - ES,2021,538441.533
3203056,Jaguaré - ES,2021,963633.34
3203106,Jerônimo Monteiro - ES,2021,172122.219
3203130,João Neiva - ES,2021,646256.71
3203163,Laranja da Terra - ES,2021,187685.628
3203205,Linhares - ES,2021,8036036.677
3203304,Mantenópolis - ES,2021,203072.901
3203320,Marataízes - ES,2021,6659690.622
3203346,Marechal Floriano - ES,2021,516899.514
3203353,Marilândia - ES,2021,312889.98
3203403,Mimoso do Sul - ES,2021,607403.058
3203502,Montanha - ES,2021,410502.145
3203601,Mucurici - ES,2021,96747.778
3203700,Muniz Freire - ES,2021,383337.009
3203809,Muqui - ES,2021,234317.944
3203908,Nova Venécia - ES,2021,1339628.557
3204005,Pancas - ES,2021,358499.114
3204054,Pedro Canário - ES,2021,401434.566
3204104,Pinheiros - ES,2021,861688.77
3204203,Piúma - ES,2021,876047.63
3204252,Ponto Belo - ES,2021,107547.265
3204302,Presidente Kennedy - ES,2021,6811823.205
3204351,Rio Bananal - ES,2021,525681.107
3204401,Rio Novo do Sul - ES,2021,229880.925
3204500,Santa Leopoldina - ES,2021,330157.047
3204559,Santa Maria de Jetibá - ES,2021,1631411.538
3204609,Santa Teresa - ES,2021,577198.455
3204658,São Domingos do Norte - ES,2021,331338.381
3204708,São Gabriel da Palha - ES,2021,762077.91
3204807,São José do Calçado - ES,2021,203594.089
3204906,São Mateus - ES,2021,2947650.103
3204955,São Roque do Canaã - ES,2021,228984.853
3205002,Serra - ES,2021,37279144.225
3205010,Sooretama - ES,2021,667553.731
3205036,Vargem Alta - ES,2021,430103.26
3205069,Venda Nova do Imigrante - ES,2021,702150.382
3205101,Viana - ES,2021,4227430.22
3205150,Vila Pavão - ES,2021,180641.332
3205176,Vila Valério - ES,2021,434063.613
3205200,Vila Velha - ES,2021,16305900.564
3205309,Vitória - ES,2021,31423977.893
3300100,Angra dos Reis - RJ,2021,11194156.559
3300159,Aperibé - RJ,2021,249118.566
3300209,Araruama - RJ,2021,4234216.841
3300225,Areal - RJ,2021,427436.369
3300233,Armação dos Búzios - RJ,2021,2970296.615
3300258,Arraial do Cabo - RJ,2021,2705449.583
3300308,Barra do Piraí - RJ,2021,2713889.71
3300407,Barra Mansa - RJ,2021,6449269.604
3300456,Belford Roxo - RJ,2021,8839736.389
3300506,Bom Jardim - RJ,2021,887295.416
3300605,Bom Jesus do Itabapoana - RJ,2021,908156.381
3300704,Cabo Frio - RJ,2021,12359509.137
3300803,Cachoeiras de Macacu - RJ,2021,1305498.488
3300902,Cambuci - RJ,2021,399846.596
3300936,Carapebus - RJ,2021,726756.04
3300951,Comendador Levy Gasparian - RJ,2021,603969.248
3301009,Campos dos Goytacazes - RJ,2021,37179716.335
3301108,Cantagalo - RJ,2021,841412.936
3301157,Cardoso Moreira - RJ,2021,395475.741
3301207,Carmo - RJ,2021,561273.169
3301306,Casimiro de Abreu - RJ,2021,2352144.561
3301405,Conceição de Macabu - RJ,2021,434134.758
3301504,Cordeiro - RJ,2021,456167.744
3301603,Duas Barras - RJ,2021,249214.314
3301702,Duque de Caxias - RJ,2021,53136503.853
3301801,Engenheiro Paulo de Frontin - RJ,2021,406734.577
3301850,Guapimirim - RJ,2021,1363991.779
3301876,Iguaba Grande - RJ,2021,631392.527
3301900,Itaboraí - RJ,2021,5640678.05
3302007,Itaguaí - RJ,2021,10502682.395
3302056,Italva - RJ,2021,418758.834
3302106,Itaocara - RJ,2021,635888.195
3302205,Itaperuna - RJ,2021,3394940.342
3302254,Itatiaia - RJ,2021,6893408.051
3302270,Japeri - RJ,2021,1530183.077
3302304,Laje do Muriaé - RJ,2021,184160.12
3302403,Macaé - RJ,2021,17746786.572
3302452,Macuco - RJ,2021,214869.911
3302502,Magé - RJ,2021,4765780.915
3302601,Mangaratiba - RJ,2021,3211861.002
3302700,Maricá - RJ,2021,85814187.756
