municipality_code,municipality_name,period,active_companies,avg_monthly_salary_brl,employed_salaried,employed_total,local_units,wages_brl_thousand
3150703,Pirajuba - MG,2024,335.0,4611.92,2497.0,2866.0,343.0,158869.97
3150802,Piranga - MG,2024,387.0,2656.53,1363.0,1785.0,394.0,48329.455
3150901,Piranguçu - MG,2024,180.0,2892.15,514.0,714.0,183.0,20919.093
3151008,Piranguinho - MG,2024,399.0,2420.77,1022.0,1476.0,411.0,32627.186
3151107,Pirapetinga - MG,2024,493.0,2818.73,2158.0,2708.0,500.0,86725.676
3151206,Pirapora - MG,2024,2520.0,2838.18,15024.0,17979.0,2635.0,560505.242
3151305,Piraúba - MG,2024,526.0,1978.68,2322.0,2966.0,529.0,62158.708
3151404,Pitangui - MG,2024,1449.0,2598.77,4322.0,6101.0,1511.0,149365.269
3151503,Piumhi - MG,2024,1945.0,2512.84,7626.0,10226.0,2023.0,260749.035
3151602,Planura - MG,2024,419.0,3155.75,1371.0,1783.0,427.0,56011.142
3151701,Poço Fundo - MG,2024,619.0,2529.55,2042.0,2784.0,650.0,70334.317
3151800,Poços de Caldas - MG,2024,10867.0,3287.41,51240.0,65798.0,11629.0,2168394.955
3151909,Pocrane - MG,2024,221.0,2166.63,737.0,966.0,225.0,20808.571
3152006,Pompéu - MG,2024,1395.0,2665.13,6079.0,7745.0,1491.0,211573.801
3152105,Ponte Nova - MG,2024,3182.0,2685.3,17323.0,21403.0,3339.0,616209.96
3152131,Ponto Chique - MG,2024,112.0,2260.55,402.0,506.0,117.0,15166.388
3152170,Ponto dos Volantes - MG,2024,238.0,2272.19,868.0,1069.0,247.0,25755.719
3152204,Porteirinha - MG,2024,1258.0,2364.38,3743.0,5101.0,1307.0,116969.974
3152303,Porto Firme - MG,2024,325.0,2501.71,721.0,1103.0,330.0,23603.009
3152402,Poté - MG,2024,345.0,2678.94,1144.0,1542.0,356.0,40422.11
3152501,Pouso Alegre - MG,2024,10211.0,3389.81,59870.0,73253.0,10765.0,2608022.118
3152600,Pouso Alto - MG,2024,318.0,2614.31,1667.0,2018.0,328.0,50214.012
3152709,Prados - MG,2024,374.0,1932.37,1847.0,2275.0,389.0,48886.484
3152808,Prata - MG,2024,1504.0,2854.1,6760.0,8530.0,1628.0,250316.497
3152907,Pratápolis - MG,2024,385.0,2567.85,1395.0,1829.0,389.0,45666.72
3153004,Pratinha - MG,2024,123.0,3199.07,507.0,628.0,129.0,19948.867
3153103,Presidente Bernardes - MG,2024,158.0,1978.62,483.0,648.0,161.0,13565.802
3153202,Presidente Juscelino - MG,2024,145.0,2521.0,425.0,595.0,147.0,14148.421
3153301,Presidente Kubitschek - MG,2024,61.0,2380.02,346.0,396.0,63.0,10797.229
3153400,Presidente Olegário - MG,2024,637.0,2671.64,2199.0,2939.0,652.0,80791.212
3153509,Alto Jequitibá - MG,2024,281.0,2550.9,773.0,1090.0,289.0,26602.97
3153608,Prudente de Morais - MG,2024,444.0,2558.52,1773.0,2303.0,458.0,58591.416
3153707,Quartel Geral - MG,2024,113.0,2279.34,451.0,556.0,119.0,13016.173
3153806,Queluzito - MG,2024,93.0,2829.07,337.0,452.0,94.0,12718.536
3153905,Raposos - MG,2024,335.0,2331.38,1282.0,1678.0,339.0,43410.309
3154002,Raul Soares - MG,2024,759.0,2584.44,2259.0,3216.0,782.0,85396.897
3154101,Recreio - MG,2024,291.0,2030.55,1098.0,1399.0,301.0,30624.637
3154150,Reduto - MG,2024,260.0,2360.35,673.0,937.0,265.0,24681.135
3154200,Resende Costa - MG,2024,484.0,2379.92,1396.0,1948.0,515.0,42932.213
3154309,Resplendor - MG,2024,652.0,2403.51,2318.0,3106.0,676.0,72291.093
3154408,Ressaquinha - MG,2024,160.0,2769.78,763.0,927.0,169.0,27821.234
3154457,Riachinho - MG,2024,213.0,2316.76,538.0,730.0,216.0,18111.984
3154507,Riacho dos Machados - MG,2024,212.0,3142.28,1345.0,1522.0,220.0,71691.471
3154606,Ribeirão das Neves - MG,2024,6261.0,2731.42,32570.0,40063.0,6572.0,1194128.668
3154705,Ribeirão Vermelho - MG,2024,176.0,2430.29,787.0,1014.0,182.0,26154.889
3154804,Rio Acima - MG,2024,734.0,2980.8,1466.0,2556.0,742.0,59099.028
3154903,Rio Casca - MG,2024,652.0,2345.83,1856.0,2662.0,670.0,55302.7
3155009,Rio Doce - MG,2024,110.0,2925.62,384.0,465.0,111.0,16084.952
3155108,Rio do Prado - MG,2024,92.0,2713.87,358.0,445.0,95.0,13624.177
3155207,Rio Espera - MG,2024,158.0,2098.3,411.0,568.0,159.0,11313.529
3155306,Rio Manso - MG,2024,257.0,2453.44,643.0,933.0,263.0,21921.591
3155405,Rio Novo - MG,2024,400.0,2232.82,1017.0,1477.0,410.0,29196.455
3155504,Rio Paranaíba - MG,2024,709.0,2969.32,2579.0,3591.0,735.0,103348.456
3155603,Rio Pardo de Minas - MG,2024,829.0,2484.78,1949.0,2857.0,883.0,67453.54
3155702,Rio Piracicaba - MG,2024,494.0,3267.56,2369.0,2937.0,502.0,100762.014
3155801,Rio Pomba - MG,2024,966.0,3105.85,3573.0,4710.0,997.0,146485.753
3155900,Rio Preto - MG,2024,173.0,2038.8,552.0,724.0,178.0,15801.643
3156007,Rio Vermelho - MG,2024,359.0,2240.14,960.0,1353.0,365.0,27745.542
3156106,Ritápolis - MG,2024,190.0,2703.32,804.0,1021.0,193.0,22746.092
3156205,Rochedo de Minas - MG,2024,93.0,1959.84,599.0,671.0,95.0,15761.879
3156304,Rodeiro - MG,2024,427.0,2467.2,4455.0,5010.0,438.0,146824.307
3156403,Romaria - MG,2024,121.0,2562.11,657.0,781.0,125.0,21069.955
3156452,Rosário da Limeira - MG,2024,209.0,1984.34,571.0,788.0,215.0,17901.193
3156502,Rubelita - MG,2024,145.0,2503.5,477.0,584.0,148.0,17873.685
3156601,Rubim - MG,2024,162.0,2526.35,695.0,850.0,164.0,26154.214
3156700,Sabará - MG,2024,3197.0,3627.75,23143.0,27099.0,3330.0,1118369.69
3156809,Sabinópolis - MG,2024,403.0,2383.77,1653.0,2144.0,411.0,52951.279
3156908,Sacramento - MG,2024,1436.0,2947.29,7540.0,9313.0,1510.0,293346.434
3157005,Salinas - MG,2024,1918.0,2387.18,8895.0,11282.0,2012.0,256252.788
3157104,Salto da Divisa - MG,2024,173.0,2909.51,788.0,945.0,179.0,28842.02
3157203,Santa Bárbara - MG,2024,1158.0,3131.2,5606.0,7053.0,1187.0,238224.075
3157252,Santa Bárbara do Leste - MG,2024,279.0,2454.07,707.0,998.0,284.0,22853.958
3157278,Santa Bárbara do Monte Verde - MG,2024,95.0,2153.22,415.0,530.0,100.0,12685.605
3157302,Santa Bárbara do Tugúrio - MG,2024,123.0,2207.46,519.0,664.0,124.0,15927.091
3157336,Santa Cruz de Minas - MG,2024,361.0,2185.8,1352.0,1769.0,369.0,38291.496
3157377,Santa Cruz de Salinas - MG,2024,98.0,2300.42,336.0,417.0,101.0,12000.489
3157401,Santa Cruz do Escalvado - MG,2024,134.0,2559.67,387.0,527.0,135.0,13000.834
3157500,Santa Efigênia de Minas - MG,2024,126.0,2036.2,513.0,630.0,127.0,13564.065
3157609,Santa Fé de Minas - MG,2024,146.0,2311.61,604.0,725.0,148.0,16129.864
3157658,Santa Helena de Minas - MG,2024,97.0,2626.47,359.0,445.0,99.0,12163.861
3157708,Santa Juliana - MG,2024,760.0,3557.4,3413.0,4237.0,778.0,164194.057
3157807,Santa Luzia - MG,2024,5840.0,3127.52,31021.0,38370.0,6150.0,1264981.639
3157906,Santa Margarida - MG,2024,523.0,2427.83,1235.0,1840.0,538.0,37982.365
3158003,Santa Maria de Itabira - MG,2024,504.0,2345.17,1797.0,2638.0,513.0,55660.142
3158102,Santa Maria do Salto - MG,2024,107.0,2215.87,474.0,552.0,110.0,13672.332
3158201,Santa Maria do Suaçuí - MG,2024,368.0,2152.46,1538.0,1926.0,372.0,41886.757
3158300,Santana da Vargem - MG,2024,320.0,2713.22,1264.0,1617.0,328.0,44417.126
3158409,Santana de Cataguases - MG,2024,118.0,2502.6,407.0,531.0,118.0,14254.697
3158508,Santana de Pirapama - MG,2024,188.0,2064.28,601.0,797.0,195.0,16524.343
3158607,Santana do Deserto - MG,2024,114.0,2747.76,394.0,486.0,118.0,14714.159
3158706,Santana do Garambéu - MG,2024,73.0,2211.1,286.0,338.0,80.0,8120.842
3158805,Santana do Jacaré - MG,2024,150.0,2399.38,760.0,887.0,155.0,24100.459
3158904,Santana do Manhuaçu - MG,2024,266.0,2213.85,968.0,1246.0,274.0,27439.145
3158953,Santana do Paraíso - MG,2024,1776.0,2841.86,6251.0,7855.0,1802.0,239102.344
3159001,Santana do Riacho - MG,2024,377.0,2295.79,946.0,1385.0,394.0,27708.91
3159100,Santana dos Montes - MG,2024,128.0,2455.55,434.0,563.0,128.0,13422.613
3159209,Santa Rita de Caldas - MG,2024,330.0,2686.72,1234.0,1604.0,350.0,42717.13
3159308,Santa Rita de Jacutinga - MG,2024,238.0,1977.6,629.0,873.0,241.0,16805.847
3159357,Santa Rita de Minas - MG,2024,272.0,2257.43,1037.0,1314.0,276.0,32435.307
3159407,Santa Rita de Ibitipoca - MG,2024,113.0,2372.2,439.0,551.0,124.0,13948.591
3159506,Santa Rita do Itueto - MG,2024,165.0,2450.28,696.0,857.0,167.0,23378.31
3159605,Santa Rita do Sapucaí - MG,2024,2611.0,3433.42,12817.0,16194.0,2711.0,584627.484
3159704,Santa Rosa da Serra - MG,2024,112.0,2659.06,491.0,597.0,114.0,16625.734
3159803,Santa Vitória - MG,2024,930.0,3420.13,4953.0,6074.0,966.0,218696.086
3159902,Santo Antônio do Amparo - MG,2024,639.0,2682.86,2630.0,3390.0,666.0,93373.54
3160009,Santo Antônio do Aventureiro - MG,2024,131.0,2290.89,508.0,631.0,134.0,15315.17
3160108,Santo Antônio do Grama - MG,2024,125.0,2465.17,517.0,622.0,131.0,16998.149
3160207,Santo Antônio do Itambé - MG,2024,67.0,2607.32,312.0,371.0,71.0,11142.006
3160306,Santo Antônio do Jacinto - MG,2024,203.0,2561.86,629.0,827.0,206.0,22182.562
3160405,Santo Antônio do Monte - MG,2024,1399.0,2410.84,5234.0,7010.0,1459.0,172315.258
3160454,Santo Antônio do Retiro - MG,2024,135.0,2301.86,502.0,615.0,142.0,19545.001
3160504,Santo Antônio do Rio Abaixo - MG,2024,81.0,2665.02,241.0,308.0,82.0,8222.364
3160603,Santo Hipólito - MG,2024,113.0,2310.13,360.0,453.0,122.0,11390.735
3160702,Santos Dumont - MG,2024,1425.0,2950.26,6174.0,8074.0,1504.0,252499.872
3160801,São Bento Abade - MG,2024,120.0,3190.77,361.0,455.0,127.0,15989.702
3160900,São Brás do Suaçuí - MG,2024,225.0,2543.27,734.0,992.0,225.0,25564.973
3160959,São Domingos das Dores - MG,2024,161.0,2170.51,456.0,630.0,163.0,18659.065
3161007,São Domingos do Prata - MG,2024,624.0,2359.33,2497.0,3256.0,637.0,77547.378
3161056,São Félix de Minas - MG,2024,113.0,2365.04,442.0,552.0,114.0,13715.871
3161106,São Francisco - MG,2024,1323.0,2519.14,4537.0,6021.0,1379.0,154267.433
3161205,São Francisco de Paula - MG,2024,209.0,2467.55,889.0,1081.0,215.0,28945.083
3161304,São Francisco de Sales - MG,2024,191.0,2900.34,862.0,1046.0,195.0,44064.731
3161403,São Francisco do Glória - MG,2024,168.0,2342.05,364.0,536.0,174.0,15063.762
3161502,São Geraldo - MG,2024,381.0,2285.21,3093.0,3545.0,387.0,87740.177
3161601,São Geraldo da Piedade - MG,2024,76.0,2131.9,335.0,394.0,78.0,10538.789
3161650,São Geraldo do Baixio - MG,2024,107.0,1821.75,424.0,515.0,108.0,11175.881
3161700,São Gonçalo do Abaeté - MG,2024,317.0,2471.12,1377.0,1707.0,321.0,47195.791
3161809,São Gonçalo do Pará - MG,2024,450.0,2492.07,2260.0,2816.0,464.0,77986.968
3161908,São Gonçalo do Rio Abaixo - MG,2024,540.0,4667.65,6944.0,7486.0,556.0,385032.615
3162005,São Gonçalo do Sapucaí - MG,2024,1043.0,2487.91,5024.0,6386.0,1086.0,169574.233
3162104,São Gotardo - MG,2024,2186.0,2712.49,7525.0,10642.0,2296.0,270773.457
3162203,São João Batista do Glória - MG,2024,409.0,2636.7,1138.0,1610.0,415.0,40059.717
3162252,São João da Lagoa - MG,2024,137.0,2165.51,534.0,644.0,137.0,14658.009
3162302,São João da Mata - MG,2024,101.0,2383.18,347.0,448.0,102.0,11025.625
3162401,São João da Ponte - MG,2024,515.0,2364.2,2354.0,2860.0,538.0,73021.215
3162450,São João das Missões - MG,2024,176.0,2303.71,440.0,598.0,179.0,22247.604
3162500,São João del Rei - MG,2024,4175.0,3382.15,21877.0,27543.0,4394.0,974128.13
3162559,São João do Manhuaçu - MG,2024,379.0,2512.84,1251.0,1673.0,383.0,40176.693
3162575,São João do Manteninha - MG,2024,265.0,2051.5,953.0,1245.0,279.0,26936.484
3162609,São João do Oriente - MG,2024,232.0,2303.11,740.0,996.0,237.0,23856.586
3162658,São João do Pacuí - MG,2024,104.0,2155.8,425.0,496.0,105.0,11421.485
3162708,São João do Paraíso - MG,2024,704.0,2201.32,2166.0,2886.0,751.0,65037.835
3162807,São João Evangelista - MG,2024,578.0,2319.21,1714.0,2344.0,589.0,51391.764
3162906,São João Nepomuceno - MG,2024,1270.0,2118.25,5888.0,7475.0,1318.0,164635.584
3162922,São Joaquim de Bicas - MG,2024,1119.0,3166.55,11627.0,12991.0,1143.0,501429.879
3162948,São José da Barra - MG,2024,337.0,3893.77,1102.0,1482.0,342.0,51354.056
3162955,São José da Lapa - MG,2024,1122.0,3328.62,5806.0,7090.0,1145.0,270250.621
3163003,São José da Safira - MG,2024,107.0,1844.9,564.0,654.0,110.0,13343.348
3163102,São José da Varginha - MG,2024,137.0,2420.35,524.0,660.0,144.0,17728.386
3163201,São José do Alegre - MG,2024,149.0,2447.47,478.0,641.0,153.0,14812.43
3163300,São José do Divino - MG,2024,105.0,2332.19,386.0,471.0,106.0,12913.844
3163409,São José do Goiabal - MG,2024,167.0,2469.9,575.0,729.0,174.0,19025.071
3163508,São José do Jacuri - MG,2024,169.0,2131.13,572.0,714.0,175.0,17998.373
3163607,São José do Mantimento - MG,2024,83.0,2246.1,297.0,373.0,84.0,11783.691
3163706,São Lourenço - MG,2024,2844.0,2680.29,10731.0,14339.0,2997.0,372267.336
3163805,São Miguel do Anta - MG,2024,186.0,2357.05,572.0,753.0,187.0,17076.293
3163904,São Pedro da União - MG,2024,149.0,2705.37,516.0,678.0,153.0,18031.594
3164001,São Pedro dos Ferros - MG,2024,248.0,2146.27,933.0,1224.0,258.0,30002.158
3164100,São Pedro do Suaçuí - MG,2024,150.0,2412.89,453.0,585.0,151.0,16781.947
3164209,São Romão - MG,2024,273.0,2002.08,706.0,980.0,274.0,24341.534
3164308,São Roque de Minas - MG,2024,369.0,2798.23,1385.0,1819.0,384.0,51275.467
3164407,São Sebastião da Bela Vista - MG,2024,249.0,2701.01,1850.0,2128.0,253.0,75964.659
3164431,São Sebastião da Vargem Alegre - MG,2024,125.0,2501.58,274.0,384.0,135.0,12669.694
3164472,São Sebastião do Anta - MG,2024,152.0,2181.51,527.0,675.0,155.0,18333.328
3164506,São Sebastião do Maranhão - MG,2024,167.0,2201.37,577.0,741.0,168.0,17487.233
3164605,São Sebastião do Oeste - MG,2024,324.0,2893.22,4052.0,4436.0,336.0,153149.327
3164704,São Sebastião do Paraíso - MG,2024,3721.0,2718.34,18128.0,23342.0,3856.0,658937.983
3164803,São Sebastião do Rio Preto - MG,2024,61.0,2238.23,148.0,196.0,62.0,8100.028
3164902,São Sebastião do Rio Verde - MG,2024,112.0,2549.31,403.0,512.0,114.0,14757.689
3165008,São Tiago - MG,2024,428.0,2327.3,1853.0,2352.0,449.0,57035.545
3165107,São Tomás de Aquino - MG,2024,233.0,2627.78,970.0,1231.0,242.0,33769.994
3165206,São Tomé das Letras - MG,2024,405.0,2120.98,1503.0,2016.0,425.0,41163.81
3165305,São Vicente de Minas - MG,2024,335.0,2474.71,1503.0,1884.0,357.0,48381.937
3165404,Sapucaí-Mirim - MG,2024,297.0,2344.58,1385.0,1702.0,304.0,44061.774
3165503,Sardoá - MG,2024,201.0,1995.57,714.0,924.0,204.0,18322.846
3165537,Sarzedo - MG,2024,1581.0,3518.48,10497.0,12253.0,1614.0,496971.298
3165552,Setubinha - MG,2024,183.0,2165.41,593.0,736.0,185.0,17521.647
3165560,Sem-Peixe - MG,2024,73.0,1967.38,322.0,384.0,74.0,8010.117
3165578,Senador Amaral - MG,2024,197.0,2301.59,841.0,1034.0,199.0,24328.149
3165602,Senador Cortes - MG,2024,65.0,1848.28,349.0,414.0,67.0,10519.047
3165701,Senador Firmino - MG,2024,325.0,2067.49,990.0,1387.0,338.0,30404.147
3165800,Senador José Bento - MG,2024,71.0,2575.4,195.0,254.0,72.0,9743.729
3165909,Senador Modestino Gonçalves - MG,2024,121.0,2423.72,491.0,584.0,132.0,15455.825
3166006,Senhora de Oliveira - MG,2024,185.0,2149.68,544.0,734.0,190.0,15617.515
3166105,Senhora do Porto - MG,2024,69.0,2350.58,298.0,338.0,69.0,9303.229
3166204,Senhora dos Remédios - MG,2024,232.0,2005.2,794.0,1124.0,236.0,21801.342
3166303,Sericita - MG,2024,207.0,1823.74,719.0,941.0,214.0,16895.46
3166402,Seritinga - MG,2024,108.0,2345.46,366.0,450.0,109.0,12363.198
3166501,Serra Azul de Minas - MG,2024,75.0,2302.2,378.0,434.0,76.0,11167.577
3166600,Serra da Saudade - MG,2024,53.0,890.16,159.0,201.0,53.0,1883.584
3166709,Serra dos Aimorés - MG,2024,217.0,2729.36,1334.0,1541.0,219.0,53658.912
3166808,Serra do Salitre - MG,2024,621.0,4779.49,3165.0,3805.0,630.0,238906.027
3166907,Serrania - MG,2024,234.0,2405.58,875.0,1117.0,244.0,31258.716
3166956,Serranópolis de Minas - MG,2024,104.0,2214.78,234.0,335.0,105.0,13456.859
3167004,Serranos - MG,2024,84.0,2668.2,125.0,184.0,87.0,9160.371
3167103,Serro - MG,2024,629.0,2509.42,2179.0,2981.0,666.0,68727.487
3167202,Sete Lagoas - MG,2024,11874.0,3182.45,70255.0,85481.0,12494.0,2937780.681
3167301,Silveirânia - MG,2024,119.0,2431.08,350.0,468.0,121.0,10994.743
3167400,Silvianópolis - MG,2024,226.0,2623.84,728.0,966.0,232.0,26228.521
3167509,Simão Pereira - MG,2024,163.0,2626.86,480.0,650.0,164.0,15800.82
3167608,Simonésia - MG,2024,539.0,2351.97,1337.0,1938.0,556.0,45873.23
3167707,Sobrália - MG,2024,133.0,2378.65,584.0,696.0,135.0,18983.02
3167806,Soledade de Minas - MG,2024,186.0,2482.16,599.0,804.0,188.0,19930.994
3167905,Tabuleiro - MG,2024,155.0,2489.12,562.0,715.0,156.0,18541.444
3168002,Taiobeiras - MG,2024,1558.0,2323.07,5425.0,7271.0,1656.0,168427.389
3168051,Taparuba - MG,2024,104.0,2044.63,502.0,595.0,105.0,13351.995
3168101,Tapira - MG,2024,201.0,4501.53,2192.0,2374.0,203.0,129126.338
3168200,Tapiraí - MG,2024,58.0,2733.6,170.0,207.0,58.0,9648.952
3168309,Taquaraçu de Minas - MG,2024,165.0,2538.4,460.0,662.0,167.0,17399.182
3168408,Tarumirim - MG,2024,399.0,2034.35,1390.0,1859.0,410.0,36699.571
3168507,Teixeiras - MG,2024,490.0,2221.46,1264.0,1815.0,500.0,37591.457
3168606,Teófilo Otoni - MG,2024,6392.0,2394.09,29415.0,37408.0,6720.0,936933.956
3168705,Timóteo - MG,2024,3774.0,3764.85,18392.0,23306.0,3893.0,924229.498
3168804,Tiradentes - MG,2024,743.0,2195.61,2843.0,3850.0,782.0,78379.066
3168903,Tiros - MG,2024,301.0,3069.41,874.0,1238.0,307.0,39592.626
3169000,Tocantins - MG,2024,832.0,2536.68,3062.0,4092.0,860.0,99893.566
3169059,Tocos do Moji - MG,2024,94.0,2548.01,328.0,431.0,98.0,11411.61
3169109,Toledo - MG,2024,299.0,1989.55,866.0,1202.0,305.0,22789.164
3169208,Tombos - MG,2024,315.0,2458.19,933.0,1306.0,321.0,32602.632
3169307,Três Corações - MG,2024,2973.0,2802.56,15836.0,19708.0,3142.0,606782.835
3169356,Três Marias - MG,2024,1491.0,2958.47,7068.0,8822.0,1551.0,293164.842
3169406,Três Pontas - MG,2024,2696.0,2921.7,13728.0,17187.0,2847.0,515796.876
3169505,Tumiritinga - MG,2024,160.0,1520.29,775.0,924.0,165.0,15266.562
3169604,Tupaciguara - MG,2024,1394.0,3444.88,5917.0,7701.0,1440.0,263163.213
3169703,Turmalina - MG,2024,776.0,2536.34,4190.0,5058.0,837.0,138825.312
3169802,Turvolândia - MG,2024,166.0,2495.64,712.0,885.0,167.0,22005.311
3169901,Ubá - MG,2024,5666.0,2532.51,28561.0,35855.0,5895.0,951241.464
3170008,Ubaí - MG,2024,236.0,2207.29,821.0,1026.0,237.0,23775.898
3170057,Ubaporanga - MG,2024,428.0,2143.94,1192.0,1716.0,435.0,36706.38
3170107,Uberaba - MG,2024,20376.0,3574.9,104121.0,130139.0,21595.0,4824540.927
3170206,Uberlândia - MG,2024,54656.0,3661.71,239723.0,309364.0,58551.0,11502837.479
3170305,Umburatiba - MG,2024,62.0,2957.05,256.0,293.0,71.0,9847.991
3170404,Unaí - MG,2024,5387.0,2953.93,17949.0,24996.0,5547.0,696004.794
3170438,União de Minas - MG,2024,155.0,2681.7,481.0,624.0,159.0,16189.292
3170479,Uruana de Minas - MG,2024,108.0,2488.07,439.0,537.0,112.0,15307.232
3170503,Urucânia - MG,2024,285.0,2445.51,2896.0,3250.0,295.0,101638.661
3170529,Urucuia - MG,2024,314.0,2485.18,857.0,1178.0,323.0,32884.37
3170578,Vargem Alegre - MG,2024,228.0,2455.61,661.0,904.0,235.0,21240.26
3170602,Vargem Bonita - MG,2024,107.0,2701.46,337.0,433.0,110.0,13486.031
3170651,Vargem Grande do Rio Pardo - MG,2024,140.0,1895.77,544.0,666.0,163.0,17412.909
3170701,Varginha - MG,2024,9470.0,2977.96,47857.0,60452.0,9971.0,1852475.066
3170750,Varjão de Minas - MG,2024,289.0,2581.85,1038.0,1400.0,293.0,36535.174
3170800,Várzea da Palma - MG,2024,1146.0,2651.98,6469.0,7728.0,1196.0,237266.383
3170909,Varzelândia - MG,2024,453.0,2130.41,1219.0,1673.0,475.0,39125.187
3171006,Vazante - MG,2024,1035.0,3244.59,5942.0,7098.0,1053.0,263553.02
3171030,Verdelândia - MG,2024,174.0,2095.07,926.0,1076.0,184.0,24758.853
3171071,Veredinha - MG,2024,152.0,2474.8,943.0,1079.0,171.0,33094.478
3171105,Veríssimo - MG,2024,134.0,3189.7,407.0,557.0,143.0,16615.868
3171154,Vermelho Novo - MG,2024,143.0,2934.06,284.0,419.0,144.0,13856.51
3171204,Vespasiano - MG,2024,3590.0,3381.11,21340.0,25712.0,3706.0,1054533.123
3171303,Viçosa - MG,2024,4956.0,3931.86,21132.0,27386.0,5109.0,1088437.938
3171402,Vieiras - MG,2024,123.0,2167.95,401.0,526.0,125.0,13953.885
3171501,Mathias Lobato - MG,2024,100.0,5249.11,1002.0,1095.0,101.0,70956.426
3171600,Virgem da Lapa - MG,2024,317.0,2327.02,998.0,1300.0,322.0,36324.145
3171709,Virgínia - MG,2024,281.0,2073.82,1562.0,1855.0,291.0,43527.982
3171808,Virginópolis - MG,2024,321.0,2090.1,1313.0,1651.0,328.0,36444.578
3171907,Virgolândia - MG,2024,129.0,2180.76,500.0,625.0,130.0,13923.79
3172004,Visconde do Rio Branco - MG,2024,1769.0,2817.55,12953.0,15202.0,1831.0,476709.521
3172103,Volta Grande - MG,2024,180.0,2445.72,847.0,1044.0,184.0,29482.594
3172202,Wenceslau Braz - MG,2024,87.0,2378.62,299.0,394.0,88.0,9465.544
3200102,Afonso Cláudio - ES,2024,950.0,2654.82,3668.0,4794.0,974.0,131207.103
3200136,Águia Branca - ES,2024,395.0,2563.08,1287.0,1696.0,405.0,47366.184
3200169,Água Doce do Norte - ES,2024,457.0,2491.42,1114.0,1566.0,470.0,39062.757
3200201,Alegre - ES,2024,1104.0,2734.78,3776.0,5057.0,1156.0,142967.488
3200300,Alfredo Chaves - ES,2024,1383.0,2686.16,3466.0,5298.0,1400.0,126998.599
3200359,Alto Rio Novo - ES,2024,272.0,2322.72,617.0,906.0,276.0,22145.613
3200409,Anchieta - ES,2024,1528.0,4078.03,7435.0,9196.0,1576.0,424820.59
3200508,Apiacá - ES,2024,274.0,2390.04,654.0,908.0,279.0,23284.291
3200607,Aracruz - ES,2024,4246.0,3946.79,32844.0,38321.0,4451.0,1633929.916
3200706,Atílio Vivácqua - ES,2024,594.0,2284.27,3343.0,4095.0,607.0,104049.005
3200805,Baixo Guandu - ES,2024,1395.0,2638.57,5981.0,7649.0,1437.0,202510.069
3200904,Barra de São Francisco - ES,2024,1999.0,2722.01,7998.0,10360.0,2080.0,299042.586
3201001,Boa Esperança - ES,2024,469.0,2584.35,1820.0,2309.0,476.0,69108.779
3201100,Bom Jesus do Norte - ES,2024,541.0,2414.57,1759.0,2253.0,551.0,55675.382
3201159,Brejetuba - ES,2024,421.0,3117.92,1224.0,1709.0,432.0,47644.513
3201209,Cachoeiro de Itapemirim - ES,2024,10742.0,2771.07,53871.0,67735.0,11289.0,1861468.671
3201308,Cariacica - ES,2024,13666.0,2798.14,67388.0,83670.0,14471.0,2392796.653
3201407,Castelo - ES,2024,2152.0,2580.1,8989.0,11793.0,2226.0,297757.418
3201506,Colatina - ES,2024,7095.0,2982.59,35740.0,45153.0,7411.0,1406387.416
3201605,Conceição da Barra - ES,2024,806.0,2649.47,4893.0,5820.0,843.0,172040.897
3201704,Conceição do Castelo - ES,2024,589.0,2512.35,1616.0,2294.0,601.0,56380.373
3201803,Divino de São Lourenço - ES,2024,214.0,2594.82,532.0,736.0,218.0,19859.108
3201902,Domingos Martins - ES,2024,1671.0,2745.48,7103.0,9216.0,1715.0,255755.119
3202009,Dores do Rio Preto - ES,2024,361.0,2351.47,826.0,1231.0,366.0,30014.553
3202108,Ecoporanga - ES,2024,832.0,2662.19,2220.0,3092.0,885.0,80532.388
3202207,Fundão - ES,2024,1034.0,1907.84,3831.0,5125.0,1054.0,96331.893
3202256,Governador Lindenberg - ES,2024,342.0,2526.29,1290.0,1685.0,357.0,47613.699
3202306,Guaçuí - ES,2024,1526.0,2377.59,4704.0,6634.0,1563.0,143089.435
3202405,Guarapari - ES,2024,7659.0,2578.07,24314.0,32681.0,7930.0,829365.878
3202454,Ibatiba - ES,2024,1014.0,2612.93,3077.0,4292.0,1033.0,106254.313
3202504,Ibiraçu - ES,2024,643.0,2519.29,2964.0,3799.0,654.0,104961.136
3202553,Ibitirama - ES,2024,305.0,2759.03,952.0,1266.0,313.0,34207.43
3202603,Iconha - ES,2024,812.0,3410.41,4455.0,5565.0,837.0,191562.153
3202652,Irupi - ES,2024,445.0,2591.28,1264.0,1748.0,456.0,45828.604
3202702,Itaguaçu - ES,2024,489.0,2450.59,1760.0,2284.0,506.0,57449.606
3202801,Itapemirim - ES,2024,1262.0,3372.08,9075.0,10500.0,1308.0,382183.247
3202900,Itarana - ES,2024,406.0,3034.55,2421.0,2914.0,420.0,93447.924
3203007,Iúna - ES,2024,1162.0,2476.48,3196.0,4528.0,1188.0,108108.132
3203056,Jaguaré - ES,2024,981.0,3244.97,4139.0,5365.0,1004.0,191948.236
3203106,Jerônimo Monteiro - ES,2024,391.0,3148.45,1480.0,1865.0,397.0,60549.171
3203130,João Neiva - ES,2024,706.0,3155.61,3694.0,4550.0,725.0,155740.044
